factuurnummer,klantnummer,factuurdatum,bedrag_incl_btw,journaal_id,businesslijn,transactienummer
PR003475,C10113,2016-06-15,2628.12,71,Verkoopboek projecten,18201
PR003476,C10114,2016-06-15,2482.92,71,Verkoopboek projecten,18202
PR003477,C10115,2016-06-15,3097.6,71,Verkoopboek projecten,18203
PR003478,C10116,2016-06-15,2274.8,71,Verkoopboek projecten,18204
PR003479,C10117,2016-06-15,5033.6,71,Verkoopboek projecten,18205
PR003480,C10119,2016-06-15,1887.6,71,Verkoopboek projecten,18206
PR003481,C10122,2016-06-15,1452,71,Verkoopboek projecten,18207
PR003482,C10124,2016-06-15,2894.32,71,Verkoopboek projecten,18208
PR003483,C10126,2016-06-15,3872,71,Verkoopboek projecten,18209
PR003484,C10131,2016-06-15,968,71,Verkoopboek projecten,18210
PR003485,C10134,2016-06-15,3073.4,71,Verkoopboek projecten,18211
PR003486,C10136,2016-06-15,2420,71,Verkoopboek projecten,18212
PR003487,C10137,2016-06-15,6848.6,71,Verkoopboek projecten,18213
PR003488,C10138,2016-06-15,4694.8,71,Verkoopboek projecten,18214
PR003489,C10139,2016-06-15,3968.8,71,Verkoopboek projecten,18215
PR003490,C10140,2016-06-15,1064.8,71,Verkoopboek projecten,18216
PR003491,C10144,2016-06-15,4017.2,71,Verkoopboek projecten,18217
PR003492,C10145,2016-06-15,3993,71,Verkoopboek projecten,18218
PR003493,C10146,2016-06-15,4123.68,71,Verkoopboek projecten,18219
PR003494,C10148,2016-06-15,2023.12,71,Verkoopboek projecten,18220
PR003495,C10150,2016-06-15,2758.8,71,Verkoopboek projecten,18221
PR003496,C10153,2016-06-15,6098.4,71,Verkoopboek projecten,18222
PR003497,C10155,2016-06-15,2758.8,71,Verkoopboek projecten,18223
PR003498,C10157,2016-06-15,4598,71,Verkoopboek projecten,18224
PR003499,C10158,2016-06-15,3484.8,71,Verkoopboek projecten,18225
PR003500,C10159,2016-06-15,1058.02,71,Verkoopboek projecten,18226
PR003501,C10169,2016-06-15,2516.8,71,Verkoopboek projecten,18227
PR003502,C10170,2016-06-15,3446.08,71,Verkoopboek projecten,18228
PR003503,C10024,2016-06-30,1306.8,71,Verkoopboek projecten,18229
PR003504,C10050,2016-06-30,4542.82,71,Verkoopboek projecten,18230
PR003505,C10068,2016-06-30,2855.6,71,Verkoopboek projecten,18231
PR003506,C10186,2016-06-30,5517.6,71,Verkoopboek projecten,18232
PR003507,C10185,2016-06-30,6906.68,71,Verkoopboek projecten,18233
PR003508,C10006,2016-06-30,2032.8,71,Verkoopboek projecten,18234
PR003509,C10007,2016-06-30,4999.72,71,Verkoopboek projecten,18235
PR003510,C10008,2016-06-30,1452,71,Verkoopboek projecten,18236
PR003511,C10009,2016-06-30,4501.2,71,Verkoopboek projecten,18237
PR003512,C10010,2016-06-30,6897,71,Verkoopboek projecten,18238
PR003513,C10011,2016-06-30,1210,71,Verkoopboek projecten,18239
PR003514,C10013,2016-06-30,1064.8,71,Verkoopboek projecten,18240
PR003515,C10014,2016-06-30,1306.8,71,Verkoopboek projecten,18241
PR003516,C10015,2016-06-30,3581.6,71,Verkoopboek projecten,18242
PR003517,C10016,2016-06-30,2129.6,71,Verkoopboek projecten,18243
PR003518,C10017,2016-06-30,3097.6,71,Verkoopboek projecten,18244
PR003519,C10019,2016-06-30,3968.8,71,Verkoopboek projecten,18245
PR003520,C10021,2016-06-30,3233.12,71,Verkoopboek projecten,18246
PR003521,C10022,2016-06-30,968,71,Verkoopboek projecten,18247
PR003522,C10023,2016-06-30,5507.92,71,Verkoopboek projecten,18248
PR003523,C10026,2016-06-30,1306.8,71,Verkoopboek projecten,18249
PR003524,C10027,2016-06-30,3146,71,Verkoopboek projecten,18250
PR003525,C10028,2016-06-30,3581.6,71,Verkoopboek projecten,18251
PR003526,C10029,2016-06-30,1064.8,71,Verkoopboek projecten,18252
PR003527,C10030,2016-06-30,3920.4,71,Verkoopboek projecten,18253
PR003528,C10031,2016-06-30,2026.02,71,Verkoopboek projecten,18254
PR003529,C10033,2016-06-30,1064.8,71,Verkoopboek projecten,18255
PR003530,C10034,2016-06-30,1452,71,Verkoopboek projecten,18256
PR003531,C10035,2016-06-30,532.4,71,Verkoopboek projecten,18257
PR003532,C10036,2016-06-30,5236.88,71,Verkoopboek projecten,18258
PR003533,C10037,2016-06-30,2994.02,71,Verkoopboek projecten,18259
PR003534,C10038,2016-06-30,2023.12,71,Verkoopboek projecten,18260
PR003535,C10039,2016-06-30,958.32,71,Verkoopboek projecten,18261
PR003536,C10040,2016-06-30,2662,71,Verkoopboek projecten,18262
PR003537,C10041,2016-06-30,1210,71,Verkoopboek projecten,18263
PR003538,C10042,2016-06-30,2904,71,Verkoopboek projecten,18264
PR003539,C10043,2016-06-30,3509,71,Verkoopboek projecten,18265
PR003540,C10044,2016-06-30,3388,71,Verkoopboek projecten,18266
PR003541,C10045,2016-06-30,2274.8,71,Verkoopboek projecten,18267
PR003542,C10046,2016-06-30,1452,71,Verkoopboek projecten,18268
PR003543,C10047,2016-06-30,3823.6,71,Verkoopboek projecten,18269
PR003544,C10048,2016-06-30,3547.72,71,Verkoopboek projecten,18270
PR003545,C10049,2016-06-30,2758.8,71,Verkoopboek projecten,18271
PR003546,C10003,2016-06-30,958.32,71,Verkoopboek projecten,18272
PR003547,C10051,2016-06-30,2516.8,71,Verkoopboek projecten,18273
PR003548,C10054,2016-06-30,2613.6,71,Verkoopboek projecten,18274
PR003549,C10055,2016-06-30,3097.6,71,Verkoopboek projecten,18275
PR003550,C10056,2016-06-30,1929.22,71,Verkoopboek projecten,18276
PR003551,C10057,2016-06-30,2323.2,71,Verkoopboek projecten,18277
PR003552,C10058,2016-06-30,2364.82,71,Verkoopboek projecten,18278
PR003553,C10059,2016-06-30,5759.6,71,Verkoopboek projecten,18279
PR003554,C10063,2016-06-30,1210,71,Verkoopboek projecten,18280
PR003555,C10005,2016-06-30,4307.6,71,Verkoopboek projecten,18281
PR003556,C10069,2016-06-30,2081.2,71,Verkoopboek projecten,18282
PR003557,C10072,2016-06-30,968,71,Verkoopboek projecten,18283
PR003558,C10079,2016-06-30,1064.8,71,Verkoopboek projecten,18284
PR003559,C10082,2016-06-30,5420.8,71,Verkoopboek projecten,18285
PR003560,C10084,2016-06-30,1960.2,71,Verkoopboek projecten,18286
PR003561,C10085,2016-06-30,1064.8,71,Verkoopboek projecten,18287
PR003562,C10086,2016-06-30,9099.2,71,Verkoopboek projecten,18288
PR003563,C10087,2016-06-30,3388,71,Verkoopboek projecten,18289
PR003564,C10088,2016-06-30,1210,71,Verkoopboek projecten,18290
PR003565,C10089,2016-06-30,4660.92,71,Verkoopboek projecten,18291
PR003566,C10090,2016-06-30,2420,71,Verkoopboek projecten,18292
PR003567,C10092,2016-06-30,3388,71,Verkoopboek projecten,18293
PR003568,C10093,2016-06-30,6292,71,Verkoopboek projecten,18294
PR003569,C10094,2016-06-30,2420,71,Verkoopboek projecten,18295
PR003570,C10096,2016-06-30,1064.8,71,Verkoopboek projecten,18296
PR003571,C10100,2016-06-30,5662.8,71,Verkoopboek projecten,18297
PR003572,C10101,2016-06-30,1306.8,71,Verkoopboek projecten,18298
PR003573,C10104,2016-06-30,3339.6,71,Verkoopboek projecten,18299
PR003574,C10107,2016-06-30,1210,71,Verkoopboek projecten,18300
PR003575,C10109,2016-06-30,2516.8,71,Verkoopboek projecten,18301
PR003576,C10111,2016-06-30,2516.8,71,Verkoopboek projecten,18302
PR003577,C10113,2016-06-30,2516.8,71,Verkoopboek projecten,18303
PR003578,C10114,2016-06-30,2758.8,71,Verkoopboek projecten,18304
PR003579,C10115,2016-06-30,2807.2,71,Verkoopboek projecten,18305
PR003580,C10116,2016-06-30,1306.8,71,Verkoopboek projecten,18306
PR003581,C10117,2016-06-30,1064.8,71,Verkoopboek projecten,18307
PR003582,C10119,2016-06-30,4757.72,71,Verkoopboek projecten,18308
PR003583,C10122,2016-06-30,3332.82,71,Verkoopboek projecten,18309
PR003584,C10124,2016-06-30,7153.52,71,Verkoopboek projecten,18310
PR003585,C10126,2016-06-30,3620.32,71,Verkoopboek projecten,18311
PR003586,C10131,2016-06-30,2662,71,Verkoopboek projecten,18312
PR003587,C10134,2016-06-30,1064.8,71,Verkoopboek projecten,18313
PR003588,C10136,2016-06-30,1064.8,71,Verkoopboek projecten,18314
PR003589,C10137,2016-06-30,6106.14,71,Verkoopboek projecten,18315
PR003590,C10138,2016-06-30,3720.02,71,Verkoopboek projecten,18316
PR003591,C10139,2016-06-30,3484.8,71,Verkoopboek projecten,18317
PR003592,C10140,2016-06-30,2420,71,Verkoopboek projecten,18318
PR003593,C10144,2016-06-30,1306.8,71,Verkoopboek projecten,18319
PR003594,C10145,2016-06-30,958.32,71,Verkoopboek projecten,18320
PR003595,C10146,2016-06-30,6050,71,Verkoopboek projecten,18321
PR003596,C10150,2016-06-30,2655.22,71,Verkoopboek projecten,18322
PR003597,C10153,2016-06-30,968,71,Verkoopboek projecten,18323
PR003598,C10155,2016-06-30,1452,71,Verkoopboek projecten,18324
PR003599,C10157,2016-06-30,6050,71,Verkoopboek projecten,18325
PR003600,C10158,2016-06-30,1058.02,71,Verkoopboek projecten,18326
PR003601,C10159,2016-06-30,3058.88,71,Verkoopboek projecten,18327
PR003602,C10169,2016-06-30,1210,71,Verkoopboek projecten,18328
PR003603,C10170,2016-06-30,3429.62,71,Verkoopboek projecten,18329
PR003604,C10003,2016-07-15,2516.8,71,Verkoopboek projecten,19031
PR003605,C10005,2016-07-15,2758.8,71,Verkoopboek projecten,19032
PR003606,C10006,2016-07-15,968,71,Verkoopboek projecten,19033
PR003607,C10007,2016-07-15,1452,71,Verkoopboek projecten,19034
PR003608,C10008,2016-07-15,1452,71,Verkoopboek projecten,19035
PR003609,C10009,2016-07-15,3581.6,71,Verkoopboek projecten,19036
PR003610,C10010,2016-07-15,4948.9,71,Verkoopboek projecten,19037
PR003611,C10011,2016-07-15,2274.8,71,Verkoopboek projecten,19038
PR003612,C10013,2016-07-15,3484.8,71,Verkoopboek projecten,19039
PR003613,C10014,2016-07-15,3726.8,71,Verkoopboek projecten,19040
PR003614,C10015,2016-07-15,3726.8,71,Verkoopboek projecten,19041
PR003615,C10016,2016-07-15,1452,71,Verkoopboek projecten,19042
PR003616,C10017,2016-07-15,3146,71,Verkoopboek projecten,19043
PR003617,C10018,2016-07-15,2178,71,Verkoopboek projecten,19044
PR003618,C10019,2016-07-15,2274.8,71,Verkoopboek projecten,19045
PR003619,C10021,2016-07-15,2758.8,71,Verkoopboek projecten,19046
PR003620,C10022,2016-07-15,3242.8,71,Verkoopboek projecten,19047
PR003621,C10023,2016-07-15,1210,71,Verkoopboek projecten,19048
PR003622,C10024,2016-07-15,1210,71,Verkoopboek projecten,19049
PR003623,C10025,2016-07-15,968,71,Verkoopboek projecten,19050
PR003624,C10026,2016-07-15,6824.4,71,Verkoopboek projecten,19051
PR003625,C10028,2016-07-15,3726.8,71,Verkoopboek projecten,19052
PR003626,C10029,2016-07-15,6098.4,71,Verkoopboek projecten,19053
PR003627,C10030,2016-07-15,3872,71,Verkoopboek projecten,19054
PR003628,C10034,2016-07-15,4549.6,71,Verkoopboek projecten,19055
PR003629,C10035,2016-07-15,3388,71,Verkoopboek projecten,19056
PR003630,C10036,2016-07-15,4549.6,71,Verkoopboek projecten,19057
PR003631,C10038,2016-07-15,2178,71,Verkoopboek projecten,19058
PR003632,C10039,2016-07-15,2395.8,71,Verkoopboek projecten,19059
PR003633,C10040,2016-07-15,5566,71,Verkoopboek projecten,19060
PR003634,C10041,2016-07-15,2468.4,71,Verkoopboek projecten,19061
PR003635,C10043,2016-07-15,5420.8,71,Verkoopboek projecten,19062
PR003636,C10045,2016-07-15,6146.8,71,Verkoopboek projecten,19063
PR003637,C10046,2016-07-15,2516.8,71,Verkoopboek projecten,19064
PR003638,C10048,2016-07-15,5759.6,71,Verkoopboek projecten,19065
PR003639,C10049,2016-07-15,4235,71,Verkoopboek projecten,19066
PR003640,C10050,2016-07-15,4549.6,71,Verkoopboek projecten,19067
PR003641,C10051,2016-07-15,2758.8,71,Verkoopboek projecten,19068
PR003642,C10053,2016-07-15,3968.8,71,Verkoopboek projecten,19069
PR003643,C10055,2016-07-15,3872,71,Verkoopboek projecten,19070
PR003644,C10056,2016-07-15,4210.8,71,Verkoopboek projecten,19071
PR003645,C10057,2016-07-15,1306.8,71,Verkoopboek projecten,19072
PR003646,C10058,2016-07-15,1306.8,71,Verkoopboek projecten,19073
PR003647,C10059,2016-07-15,2105.4,71,Verkoopboek projecten,19074
PR003648,C10061,2016-07-15,3339.6,71,Verkoopboek projecten,19075
PR003649,C10063,2016-07-15,3146,71,Verkoopboek projecten,19076
PR003650,C10064,2016-07-15,3484.8,71,Verkoopboek projecten,19077
PR003651,C10069,2016-07-15,2662,71,Verkoopboek projecten,19078
PR003652,C10070,2016-07-15,2178,71,Verkoopboek projecten,19079
PR003653,C10076,2016-07-15,3484.8,71,Verkoopboek projecten,19080
PR003654,C10079,2016-07-15,2274.8,71,Verkoopboek projecten,19081
PR003655,C10082,2016-07-15,2758.8,71,Verkoopboek projecten,19082
PR003656,C10084,2016-07-15,3581.6,71,Verkoopboek projecten,19083
PR003657,C10085,2016-07-15,3484.8,71,Verkoopboek projecten,19084
PR003658,C10087,2016-07-15,2516.8,71,Verkoopboek projecten,19085
PR003659,C10088,2016-07-15,1064.8,71,Verkoopboek projecten,19086
PR003660,C10089,2016-07-15,2178,71,Verkoopboek projecten,19087
PR003661,C10090,2016-07-15,7381,71,Verkoopboek projecten,19088
PR003662,C10092,2016-07-15,3242.8,71,Verkoopboek projecten,19089
PR003663,C10093,2016-07-15,3388,71,Verkoopboek projecten,19090
PR003664,C10094,2016-07-15,1452,71,Verkoopboek projecten,19091
PR003665,C10100,2016-07-15,1064.8,71,Verkoopboek projecten,19092
PR003666,C10101,2016-07-15,3339.6,71,Verkoopboek projecten,19093
PR003667,C10104,2016-07-15,1452,71,Verkoopboek projecten,19094
PR003668,C10107,2016-07-15,1306.8,71,Verkoopboek projecten,19095
PR003669,C10109,2016-07-15,2008.6,71,Verkoopboek projecten,19096
PR003670,C10111,2016-07-15,2758.8,71,Verkoopboek projecten,19097
PR003671,C10114,2016-07-15,1064.8,71,Verkoopboek projecten,19098
PR003672,C10115,2016-07-15,1863.4,71,Verkoopboek projecten,19099
PR003673,C10116,2016-07-15,3872,71,Verkoopboek projecten,19100
PR003674,C10117,2016-07-15,7986,71,Verkoopboek projecten,19101
PR003675,C10119,2016-07-15,1306.8,71,Verkoopboek projecten,19102
PR003676,C10122,2016-07-15,1694,71,Verkoopboek projecten,19103
PR003677,C10124,2016-07-15,3291.2,71,Verkoopboek projecten,19104
PR003678,C10126,2016-07-15,3436.4,71,Verkoopboek projecten,19105
PR003679,C10134,2016-07-15,1210,71,Verkoopboek projecten,19106
PR003681,C10137,2016-07-15,5420.8,71,Verkoopboek projecten,19108
PR003682,C10138,2016-07-15,968,71,Verkoopboek projecten,19109
PR003683,C10139,2016-07-15,1064.8,71,Verkoopboek projecten,19110
PR003684,C10140,2016-07-15,2274.8,71,Verkoopboek projecten,19111
PR003685,C10144,2016-07-15,3388,71,Verkoopboek projecten,19112
PR003686,C10145,2016-07-15,1306.8,71,Verkoopboek projecten,19113
PR003687,C10146,2016-07-15,2432.1,71,Verkoopboek projecten,19114
PR003688,C10150,2016-07-15,968,71,Verkoopboek projecten,19115
PR003689,C10153,2016-07-15,2371.6,71,Verkoopboek projecten,19116
PR003690,C10155,2016-07-15,1064.8,71,Verkoopboek projecten,19117
PR003691,C10157,2016-07-15,1694,71,Verkoopboek projecten,19118
PR003692,C10158,2016-07-15,3242.8,71,Verkoopboek projecten,19119
PR003693,C10159,2016-07-15,5916.9,71,Verkoopboek projecten,19120
PR003694,C10169,2016-07-15,3968.8,71,Verkoopboek projecten,19121
PR003695,C10185,2016-07-15,3823.6,71,Verkoopboek projecten,19122
PR003696,C10186,2016-07-15,7223.7,71,Verkoopboek projecten,19123
PR003697,C10003,2016-07-31,1306.8,71,Verkoopboek projecten,19124
PR003698,C10005,2016-07-31,2516.8,71,Verkoopboek projecten,19125
PR003699,C10006,2016-07-31,3630,71,Verkoopboek projecten,19126
PR003700,C10007,2016-07-31,968,71,Verkoopboek projecten,19127
PR003701,C10011,2016-07-31,2371.6,71,Verkoopboek projecten,19128
PR003702,C10012,2016-07-31,1452,71,Verkoopboek projecten,19129
PR003703,C10013,2016-07-31,4452.8,71,Verkoopboek projecten,19130
PR003704,C10014,2016-07-31,2613.6,71,Verkoopboek projecten,19131
PR003705,C10015,2016-07-31,2516.8,71,Verkoopboek projecten,19132
PR003706,C10016,2016-07-31,2420,71,Verkoopboek projecten,19133
PR003707,C10017,2016-07-31,1210,71,Verkoopboek projecten,19134
PR003708,C10018,2016-07-31,1210,71,Verkoopboek projecten,19135
PR003709,C10019,2016-07-31,3581.6,71,Verkoopboek projecten,19136
PR003710,C10023,2016-07-31,3581.6,71,Verkoopboek projecten,19137
PR003711,C10024,2016-07-31,2420,71,Verkoopboek projecten,19138
PR003712,C10025,2016-07-31,2420,71,Verkoopboek projecten,19139
PR003713,C10026,2016-07-31,968,71,Verkoopboek projecten,19140
PR003714,C10027,2016-07-31,1452,71,Verkoopboek projecten,19141
PR003715,C10028,2016-07-31,968,71,Verkoopboek projecten,19142
PR003716,C10029,2016-07-31,1306.8,71,Verkoopboek projecten,19143
PR003717,C10034,2016-07-31,3823.6,71,Verkoopboek projecten,19144
PR003718,C10038,2016-07-31,1210,71,Verkoopboek projecten,19145
PR003719,C10039,2016-07-31,1452,71,Verkoopboek projecten,19146
PR003720,C10040,2016-07-31,1210,71,Verkoopboek projecten,19147
PR003721,C10041,2016-07-31,4791.6,71,Verkoopboek projecten,19148
PR003722,C10043,2016-07-31,2274.8,71,Verkoopboek projecten,19149
PR003723,C10044,2016-07-31,1306.8,71,Verkoopboek projecten,19150
PR003724,C10045,2016-07-31,3436.4,71,Verkoopboek projecten,19151
PR003725,C10046,2016-07-31,1064.8,71,Verkoopboek projecten,19152
PR003726,C10048,2016-07-31,3388,71,Verkoopboek projecten,19153
PR003727,C10049,2016-07-31,1210,71,Verkoopboek projecten,19154
PR003728,C10050,2016-07-31,4791.6,71,Verkoopboek projecten,19155
PR003729,C10051,2016-07-31,2420,71,Verkoopboek projecten,19156
PR003730,C10053,2016-07-31,1064.8,71,Verkoopboek projecten,19157
PR003731,C10054,2016-07-31,1064.8,71,Verkoopboek projecten,19158
PR003732,C10055,2016-07-31,1064.8,71,Verkoopboek projecten,19159
PR003733,C10056,2016-07-31,2274.8,71,Verkoopboek projecten,19160
PR003734,C10057,2016-07-31,2274.8,71,Verkoopboek projecten,19161
PR003735,C10058,2016-07-31,1452,71,Verkoopboek projecten,19162
PR003736,C10059,2016-07-31,1306.8,71,Verkoopboek projecten,19163
PR003737,C10061,2016-07-31,1694,71,Verkoopboek projecten,19164
PR003738,C10064,2016-07-31,4501.2,71,Verkoopboek projecten,19165
PR003739,C10069,2016-07-31,2904,71,Verkoopboek projecten,19166
PR003740,C10070,2016-07-31,2274.8,71,Verkoopboek projecten,19167
PR003741,C10073,2016-07-31,484,71,Verkoopboek projecten,19168
PR003742,C10079,2016-07-31,1306.8,71,Verkoopboek projecten,19169
PR003743,C10084,2016-07-31,3968.8,71,Verkoopboek projecten,19170
PR003744,C10085,2016-07-31,2371.6,71,Verkoopboek projecten,19171
PR003745,C10086,2016-07-31,4210.8,71,Verkoopboek projecten,19172
PR003746,C10087,2016-07-31,2516.8,71,Verkoopboek projecten,19173
PR003747,C10090,2016-07-31,1452,71,Verkoopboek projecten,19174
PR003748,C10092,2016-07-31,2032.8,71,Verkoopboek projecten,19175
PR003749,C10093,2016-07-31,968,71,Verkoopboek projecten,19176
PR003750,C10094,2016-07-31,3872,71,Verkoopboek projecten,19177
PR003751,C10096,2016-07-31,2662,71,Verkoopboek projecten,19178
PR003752,C10100,2016-07-31,1306.8,71,Verkoopboek projecten,19179
PR003753,C10101,2016-07-31,1815,71,Verkoopboek projecten,19180
PR003754,C10107,2016-07-31,1452,71,Verkoopboek projecten,19181
PR003755,C10109,2016-07-31,1306.8,71,Verkoopboek projecten,19182
PR003756,C10111,2016-07-31,3097.6,71,Verkoopboek projecten,19183
PR003757,C10113,2016-07-31,1306.8,71,Verkoopboek projecten,19184
PR003758,C10114,2016-07-31,968,71,Verkoopboek projecten,19185
PR003759,C10115,2016-07-31,968,71,Verkoopboek projecten,19186
PR003760,C10116,2016-07-31,1936,71,Verkoopboek projecten,19187
PR003761,C10117,2016-07-31,2758.8,71,Verkoopboek projecten,19188
PR003762,C10122,2016-07-31,1210,71,Verkoopboek projecten,19189
PR003763,C10126,2016-07-31,1452,71,Verkoopboek projecten,19190
PR003764,C10131,2016-07-31,2662,71,Verkoopboek projecten,19191
PR003765,C10134,2016-07-31,968,71,Verkoopboek projecten,19192
PR003766,C10136,2016-07-31,2662,71,Verkoopboek projecten,19193
PR003767,C10137,2016-07-31,2032.8,71,Verkoopboek projecten,19194
PR003768,C10139,2016-07-31,4791.6,71,Verkoopboek projecten,19195
PR003769,C10140,2016-07-31,1064.8,71,Verkoopboek projecten,19196
PR003770,C10144,2016-07-31,3726.8,71,Verkoopboek projecten,19197
PR003771,C10145,2016-07-31,2662,71,Verkoopboek projecten,19198
PR003772,C10146,2016-07-31,1210,71,Verkoopboek projecten,19199
PR003773,C10150,2016-07-31,3630,71,Verkoopboek projecten,19200
PR003774,C10153,2016-07-31,2178,71,Verkoopboek projecten,19201
PR003775,C10157,2016-07-31,3509,71,Verkoopboek projecten,19202
PR003776,C10158,2016-07-31,2516.8,71,Verkoopboek projecten,19203
PR003777,C10159,2016-07-31,3823.6,71,Verkoopboek projecten,19204
PR003778,C10169,2016-07-31,3194.4,71,Verkoopboek projecten,19205
PR003779,C10185,2016-07-31,1210,71,Verkoopboek projecten,19206
PR003780,C10186,2016-07-31,968,71,Verkoopboek projecten,19207
PR003781,C10003,2016-08-15,2032.8,71,Verkoopboek projecten,19933
PR003782,C10005,2016-08-15,907.5,71,Verkoopboek projecten,19934
PR003783,C10006,2016-08-15,6243.6,71,Verkoopboek projecten,19935
PR003784,C10007,2016-08-15,2613.6,71,Verkoopboek projecten,19936
PR003785,C10008,2016-08-15,1306.8,71,Verkoopboek projecten,19937
PR003786,C10009,2016-08-15,2274.8,71,Verkoopboek projecten,19938
PR003787,C10010,2016-08-15,2032.8,71,Verkoopboek projecten,19939
PR003788,C10011,2016-08-15,968,71,Verkoopboek projecten,19940
PR003789,C10012,2016-08-15,1694,71,Verkoopboek projecten,19941
PR003790,C10013,2016-08-15,968,71,Verkoopboek projecten,19942
PR003791,C10015,2016-08-15,3581.6,71,Verkoopboek projecten,19943
PR003792,C10016,2016-08-15,2613.6,71,Verkoopboek projecten,19944
PR003793,C10017,2016-08-15,4210.8,71,Verkoopboek projecten,19945
PR003794,C10019,2016-08-15,5808,71,Verkoopboek projecten,19946
PR003795,C10021,2016-08-15,2178,71,Verkoopboek projecten,19947
PR003796,C10022,2016-08-15,1064.8,71,Verkoopboek projecten,19948
PR003797,C10023,2016-08-15,1306.8,71,Verkoopboek projecten,19949
PR003798,C10024,2016-08-15,1210,71,Verkoopboek projecten,19950
PR003799,C10025,2016-08-15,907.5,71,Verkoopboek projecten,19951
PR003800,C10026,2016-08-15,5166.7,71,Verkoopboek projecten,19952
PR003801,C10027,2016-08-15,4646.4,71,Verkoopboek projecten,19954
PR003802,C10028,2016-08-15,5178.8,71,Verkoopboek projecten,19955
PR003803,C10030,2016-08-15,3968.8,71,Verkoopboek projecten,19956
PR003804,C10031,2016-08-15,968,71,Verkoopboek projecten,19957
PR003805,C10034,2016-08-15,1306.8,71,Verkoopboek projecten,19958
PR003806,C10035,2016-08-15,2178,71,Verkoopboek projecten,19959
PR003807,C10036,2016-08-15,968,71,Verkoopboek projecten,19960
PR003808,C10037,2016-08-15,4464.9,71,Verkoopboek projecten,19961
PR003809,C10038,2016-08-15,4065.6,71,Verkoopboek projecten,19962
PR003810,C10039,2016-08-15,1452,71,Verkoopboek projecten,19963
PR003811,C10040,2016-08-15,2904,71,Verkoopboek projecten,19964
PR003812,C10041,2016-08-15,4065.6,71,Verkoopboek projecten,19965
PR003813,C10042,2016-08-15,3581.6,71,Verkoopboek projecten,19966
PR003814,C10044,2016-08-15,3484.8,71,Verkoopboek projecten,19967
PR003815,C10046,2016-08-15,532.4,71,Verkoopboek projecten,19968
PR003816,C10047,2016-08-15,2274.8,71,Verkoopboek projecten,19969
PR003817,C10048,2016-08-15,2420,71,Verkoopboek projecten,19970
PR003818,C10050,2016-08-15,2904,71,Verkoopboek projecten,19971
PR003819,C10051,2016-08-15,2662,71,Verkoopboek projecten,19972
PR003820,C10054,2016-08-15,3097.6,71,Verkoopboek projecten,19973
PR003821,C10055,2016-08-15,2662,71,Verkoopboek projecten,19974
PR003822,C10056,2016-08-15,1064.8,71,Verkoopboek projecten,19975
PR003823,C10057,2016-08-15,968,71,Verkoopboek projecten,19976
PR003824,C10058,2016-08-15,968,71,Verkoopboek projecten,19977
PR003825,C10059,2016-08-15,1306.8,71,Verkoopboek projecten,19978
PR003826,C10063,2016-08-15,2178,71,Verkoopboek projecten,19979
PR003827,C10064,2016-08-15,3726.8,71,Verkoopboek projecten,19980
PR003828,C10068,2016-08-15,968,71,Verkoopboek projecten,19981
PR003829,C10069,2016-08-15,4114,71,Verkoopboek projecten,19982
PR003830,C10070,2016-08-15,1936,71,Verkoopboek projecten,19983
PR003831,C10072,2016-08-15,2758.8,71,Verkoopboek projecten,19984
PR003832,C10073,2016-08-15,2541,71,Verkoopboek projecten,19985
PR003833,C10076,2016-08-15,3158.1,71,Verkoopboek projecten,19986
PR003834,C10079,2016-08-15,2420,71,Verkoopboek projecten,19987
PR003835,C10084,2016-08-15,2274.8,71,Verkoopboek projecten,19988
PR003836,C10085,2016-08-15,2662,71,Verkoopboek projecten,19989
PR003837,C10086,2016-08-15,1210,71,Verkoopboek projecten,19990
PR003838,C10087,2016-08-15,2371.6,71,Verkoopboek projecten,19991
PR003839,C10088,2016-08-15,1210,71,Verkoopboek projecten,19992
PR003840,C10089,2016-08-15,4864.2,71,Verkoopboek projecten,19993
PR003841,C10090,2016-08-15,3146,71,Verkoopboek projecten,19994
PR003842,C10093,2016-08-15,5566,71,Verkoopboek projecten,19995
PR003843,C10094,2016-08-15,1452,71,Verkoopboek projecten,19996
PR003844,C10096,2016-08-15,3986.31,71,Verkoopboek projecten,19997
PR003845,C10100,2016-08-15,1452,71,Verkoopboek projecten,19999
PR003846,C10107,2016-08-15,2516.8,71,Verkoopboek projecten,20000
PR003847,C10109,2016-08-15,2274.8,71,Verkoopboek projecten,20001
PR003848,C10115,2016-08-15,1452,71,Verkoopboek projecten,20002
PR003849,C10116,2016-08-15,1064.8,71,Verkoopboek projecten,20003
PR003850,C10117,2016-08-15,3436.4,71,Verkoopboek projecten,20004
PR003851,C10119,2016-08-15,968,71,Verkoopboek projecten,20005
PR003852,C10122,2016-08-15,3581.6,71,Verkoopboek projecten,20006
PR003853,C10124,2016-08-15,1452,71,Verkoopboek projecten,20007
PR003854,C10126,2016-08-15,4694.8,71,Verkoopboek projecten,20008
PR003855,C10131,2016-08-15,4404.4,71,Verkoopboek projecten,20009
PR003856,C10134,2016-08-15,2274.8,71,Verkoopboek projecten,20010
PR003857,C10136,2016-08-15,2662,71,Verkoopboek projecten,20011
PR003858,C10137,2016-08-15,1064.8,71,Verkoopboek projecten,20012
PR003859,C10139,2016-08-15,3025,71,Verkoopboek projecten,20013
PR003860,C10140,2016-08-15,2420,71,Verkoopboek projecten,20014
