datum,bedrag,tegenpartij_id,factuurreferentie,bankrekening,kanaal,transactienummer
2016-08-15,1210,C10040,PR003720,1615,Betalingen onderweg,20465
2016-08-15,72.54,C10041,AB001340,1615,Betalingen onderweg,20466
2016-08-15,2468.4,C10041,PR003634,1615,Betalingen onderweg,20467
2016-08-15,221.43,C10041,VK002000,1615,Betalingen onderweg,20468
2016-08-15,1385.45,C10051,CU000827,1615,Betalingen onderweg,20469
2016-08-15,2758.8,C10051,PR003641,1615,Betalingen onderweg,20470
2016-08-15,14.52,C10051,VK002004,1615,Betalingen onderweg,20471
2016-08-15,36.24,C10054,AB001344,1615,Betalingen onderweg,20472
2016-08-15,1306.8,C10059,PR003736,1615,Betalingen onderweg,20473
2016-08-15,72.54,C10064,AB001349,1615,Betalingen onderweg,20474
2016-08-15,4501.2,C10064,PR003738,1615,Betalingen onderweg,20475
2016-08-15,60.44,C10065,AB001350,1615,Betalingen onderweg,20476
2016-08-15,477.95,C10065,CU000834,1615,Betalingen onderweg,20477
2016-08-15,36.24,C10068,AB001353,1615,Betalingen onderweg,20478
2016-08-15,2274.8,C10070,PR003740,1615,Betalingen onderweg,20479
2016-08-15,72.54,C10071,AB001354,1615,Betalingen onderweg,20480
2016-08-15,2764.85,C10071,CU000836,1615,Betalingen onderweg,20481
2016-08-15,72.54,C10072,AB001355,1615,Betalingen onderweg,20482
2016-08-15,308.37,C10072,AB001356,1615,Betalingen onderweg,20483
2016-08-15,477.95,C10072,CU000837,1615,Betalingen onderweg,20484
2016-08-15,1808.95,C10073,CU000838,1615,Betalingen onderweg,20485
2016-08-15,484,C10073,PR003741,1615,Betalingen onderweg,20486
2016-08-15,3622.74,C10075,VK002055,1615,Betalingen onderweg,20487
2016-08-15,5.99,C10080,VK002041,1615,Betalingen onderweg,20488
2016-08-15,671.55,C10081,VK002042,1615,Betalingen onderweg,20489
2016-08-15,2758.8,C10082,PR003655,1615,Betalingen onderweg,20490
2016-08-15,1452,C10090,PR003747,1615,Betalingen onderweg,20491
2016-08-15,968,C10093,PR003749,1615,Betalingen onderweg,20492
2016-08-15,217.62,C10100,AB001369,1615,Betalingen onderweg,20493
2016-08-15,1306.8,C10100,PR003752,1615,Betalingen onderweg,20494
2016-08-15,25.41,C10100,VK002059,1615,Betalingen onderweg,20495
2016-08-15,2678.94,C10100,VK002060,1615,Betalingen onderweg,20496
2016-08-15,3097.6,C10111,PR003756,1615,Betalingen onderweg,20497
2016-08-15,968,C10115,PR003759,1615,Betalingen onderweg,20498
2016-08-15,72.54,C10136,AB001385,1615,Betalingen onderweg,20499
2016-08-15,477.95,C10136,CU000845,1615,Betalingen onderweg,20500
2016-08-15,2662,C10136,PR003766,1615,Betalingen onderweg,20501
2016-08-15,72.54,C10139,AB001386,1615,Betalingen onderweg,20502
2016-08-15,4791.6,C10139,PR003768,1615,Betalingen onderweg,20503
2016-08-15,72.54,C10140,AB001387,1615,Betalingen onderweg,20504
2016-08-15,2274.8,C10140,PR003684,1615,Betalingen onderweg,20505
2016-08-15,2223.38,C10140,VK002024,1615,Betalingen onderweg,20506
2016-08-15,416.24,C10148,VK002049,1615,Betalingen onderweg,20507
2016-08-15,60.44,C10150,AB001391,1615,Betalingen onderweg,20508
2016-08-15,968,C10150,PR003688,1615,Betalingen onderweg,20509
2016-08-15,2516.8,C10158,PR003776,1615,Betalingen onderweg,20510
2016-08-15,82.16,C10181,AB001398,1615,Betalingen onderweg,20511
2016-08-15,72.54,C10185,AB001400,1615,Betalingen onderweg,20512
2016-08-15,1210,C10185,PR003779,1615,Betalingen onderweg,20513
2016-08-15,60.44,C10186,AB001401,1615,Betalingen onderweg,20514
2016-08-15,477.95,C10186,CU000853,1615,Betalingen onderweg,20515
2016-08-15,968,C10186,PR003780,1615,Betalingen onderweg,20516
2016-08-15,907.5,C10002,CU000805,1615,Betalingen onderweg,20517
2016-08-15,82.16,C10007,AB001327,1615,Betalingen onderweg,20518
2016-08-15,968,C10007,PR003700,1615,Betalingen onderweg,20519
2016-08-15,4452.8,C10013,PR003703,1615,Betalingen onderweg,20520
2016-08-15,955.9,C10014,CU000808,1615,Betalingen onderweg,20521
2016-08-15,2613.6,C10014,PR003704,1615,Betalingen onderweg,20522
2016-08-15,5106.2,C10014,VK002030,1615,Betalingen onderweg,20523
2016-08-15,2420,C10016,PR003706,1615,Betalingen onderweg,20524
2016-08-15,1028.5,C10018,AB001331,1615,Betalingen onderweg,20525
2016-08-15,1210,C10018,PR003708,1615,Betalingen onderweg,20526
2016-08-15,3862.32,C10018,VK002051,1615,Betalingen onderweg,20527
2016-08-15,3242.8,C10022,PR003620,1615,Betalingen onderweg,20528
2016-08-15,1210,C10023,PR003621,1615,Betalingen onderweg,20529
2016-08-15,127.05,C10023,VK002032,1615,Betalingen onderweg,20530
2016-08-15,2420,C10024,PR003711,1615,Betalingen onderweg,20531
2016-08-15,2420,C10025,PR003712,1615,Betalingen onderweg,20532
2016-08-15,82.16,C10028,AB001336,1615,Betalingen onderweg,20533
2016-08-15,968,C10028,PR003715,1615,Betalingen onderweg,20534
2016-08-15,907.5,C10033,CU000815,1615,Betalingen onderweg,20535
2016-08-15,1385.45,C10039,CU000819,1615,Betalingen onderweg,20536
2016-08-15,1452,C10039,PR003719,1615,Betalingen onderweg,20537
2016-08-15,36.24,C10043,AB001341,1615,Betalingen onderweg,20538
2016-08-15,955.9,C10043,CU000822,1615,Betalingen onderweg,20539
2016-08-15,2274.8,C10043,PR003722,1615,Betalingen onderweg,20540
2016-08-15,907.5,C10044,CU000823,1615,Betalingen onderweg,20541
2016-08-15,1306.8,C10044,PR003723,1615,Betalingen onderweg,20542
2016-08-15,477.95,C10045,CU000824,1615,Betalingen onderweg,20543
2016-08-15,3436.4,C10045,PR003724,1615,Betalingen onderweg,20544
2016-08-15,2516.8,C10046,PR003637,1615,Betalingen onderweg,20545
2016-08-15,665.5,C10046,VK002033,1615,Betalingen onderweg,20546
2016-08-15,4791.6,C10050,PR003728,1615,Betalingen onderweg,20547
2016-08-15,1064.8,C10055,PR003732,1615,Betalingen onderweg,20548
2016-08-15,72.54,C10056,AB001345,1615,Betalingen onderweg,20549
2016-08-15,477.95,C10056,CU000830,1615,Betalingen onderweg,20550
2016-08-15,2274.8,C10056,PR003733,1615,Betalingen onderweg,20551
2016-08-15,2274.8,C10057,PR003734,1615,Betalingen onderweg,20552
2016-08-15,961.95,C10057,VK002035,1615,Betalingen onderweg,20553
2016-08-15,1306.8,C10058,PR003646,1615,Betalingen onderweg,20554
2016-08-15,72.54,C10062,AB001347,1615,Betalingen onderweg,20555
2016-08-15,955.9,C10062,CU000833,1615,Betalingen onderweg,20556
2016-08-15,4312.26,C10062,VK002037,1615,Betalingen onderweg,20557
2016-08-15,199.65,C10066,AB001351,1615,Betalingen onderweg,20558
2016-08-15,1017.61,C10066,VK002010,1615,Betalingen onderweg,20559
2016-08-15,72.54,C10067,AB001352,1615,Betalingen onderweg,20560
2016-08-15,1164.02,C10067,VK002039,1615,Betalingen onderweg,20561
2016-08-15,477.95,C10069,CU000835,1615,Betalingen onderweg,20562
2016-08-15,2904,C10069,PR003739,1615,Betalingen onderweg,20563
2016-08-15,3183.51,C10069,VK002040,1615,Betalingen onderweg,20564
2016-08-15,2371.6,C10085,PR003744,1615,Betalingen onderweg,20565
2016-08-15,72.54,C10087,AB001365,1615,Betalingen onderweg,20566
2016-08-15,2516.8,C10087,PR003746,1615,Betalingen onderweg,20567
2016-08-15,2662,C10096,PR003751,1615,Betalingen onderweg,20568
2016-08-15,1815,C10101,PR003753,1615,Betalingen onderweg,20569
2016-08-15,1546.08,C10101,VK002043,1615,Betalingen onderweg,20570
2016-08-15,1729.7,C10110,VK002061,1615,Betalingen onderweg,20571
2016-08-15,72.54,C10116,AB001377,1615,Betalingen onderweg,20572
2016-08-15,3872,C10116,PR003673,1615,Betalingen onderweg,20573
2016-08-15,3067.35,C10116,VK002022,1615,Betalingen onderweg,20574
2016-08-15,3630,C10119,VK002045,1615,Betalingen onderweg,20575
2016-08-15,120.88,C10122,AB001379,1615,Betalingen onderweg,20576
2016-08-15,907.5,C10122,CU000843,1615,Betalingen onderweg,20577
2016-08-15,1210,C10122,PR003762,1615,Betalingen onderweg,20578
2016-08-15,1119.25,C10122,VK002046,1615,Betalingen onderweg,20579
2016-08-15,181.32,C10129,AB001380,1615,Betalingen onderweg,20580
2016-08-15,42.35,C10129,AB001381,1615,Betalingen onderweg,20581
2016-08-15,968,C10134,PR003765,1615,Betalingen onderweg,20582
2016-08-15,2032.8,C10137,PR003767,1615,Betalingen onderweg,20583
2016-08-15,308.37,C10153,AB001392,1615,Betalingen onderweg,20584
2016-08-15,2178,C10153,PR003774,1615,Betalingen onderweg,20585
2016-08-15,82.16,C10157,AB001394,1615,Betalingen onderweg,20586
2016-08-15,1694,C10157,PR003691,1615,Betalingen onderweg,20587
2016-08-15,28.86,C10169,AB001396,1615,Betalingen onderweg,20588
2016-08-15,3194.4,C10169,PR003778,1615,Betalingen onderweg,20589
2016-08-15,2319.57,C10174,VK002071,1615,Betalingen onderweg,20590
2016-08-15,115.43,C10183,AB001399,1615,Betalingen onderweg,20591
2016-08-15,502.15,C10183,VK001946,1615,Betalingen onderweg,20592
2016-08-31,-112318,S50001,BL000043,1615,Betalingen onderweg,20681
2016-08-31,-91734,S50001,BL000044,1615,Betalingen onderweg,20682
2016-08-31,-3638.47,S50002,IK000650,1615,Betalingen onderweg,20683
2016-08-31,-284.35,S50006,IK000660,1615,Betalingen onderweg,20684
2016-08-31,-1208,S50011,IK000653,1615,Betalingen onderweg,20685
2016-08-31,-1805.8,S50012,IG000539,1615,Betalingen onderweg,20686
2016-08-31,-158.81,S50012,IG000540,1615,Betalingen onderweg,20687
2016-08-31,-52129.96,S50014,IK000647,1615,Betalingen onderweg,20688
2016-08-31,-415.7,S50015,IK000659,1615,Betalingen onderweg,20689
2016-08-31,-919.6,S50016,IG000533,1615,Betalingen onderweg,20690
2016-08-31,-1379.4,S50016,IG000544,1615,Betalingen onderweg,20691
2016-08-31,-14913.54,S50024,IG000537,1615,Betalingen onderweg,20692
2016-08-31,-20307.84,S50024,IG000538,1615,Betalingen onderweg,20693
2016-08-31,-1574.21,S50026,IK000655,1615,Betalingen onderweg,20694
2016-08-31,-1155.79,S50028,IG000518,1615,Betalingen onderweg,20695
2016-08-31,-116.16,S50028,IG000525,1615,Betalingen onderweg,20696
2016-08-31,-1215.9,S50028,IG000530,1615,Betalingen onderweg,20697
2016-08-31,-339.77,S50028,IG000531,1615,Betalingen onderweg,20698
2016-08-31,-261.36,S50029,IG000520,1615,Betalingen onderweg,20699
2016-08-31,-1448.37,S50029,IG000527,1615,Betalingen onderweg,20700
2016-08-31,-524.72,S50030,IG000519,1615,Betalingen onderweg,20701
2016-08-31,-2085.44,S50030,IG000521,1615,Betalingen onderweg,20702
2016-08-31,-326.94,S50030,IG000529,1615,Betalingen onderweg,20703
2016-08-31,-13896.26,S50031,IG000412,1615,Betalingen onderweg,20704
2016-08-31,-10620.76,S50031,IG000415,1615,Betalingen onderweg,20705
2016-08-31,-33.28,S50031,IG000526,1615,Betalingen onderweg,20706
2016-08-31,-1328.58,S50032,IG000532,1615,Betalingen onderweg,20707
2016-08-31,-1454.38,S50033,IK000651,1615,Betalingen onderweg,20708
2016-08-31,-1299.3,S50033,IK000652,1615,Betalingen onderweg,20709
2016-08-31,-11841.79,S50034,IG000414,1615,Betalingen onderweg,20710
2016-08-31,-7311.79,S50034,IG000522,1615,Betalingen onderweg,20711
2016-08-31,-121,S50034,IG000528,1615,Betalingen onderweg,20712
2016-08-31,-887.92,S50035,IK000656,1615,Betalingen onderweg,20713
2016-08-31,-348.48,S50500,IK000657,1615,Betalingen onderweg,20714
2016-08-31,-592.13,S52224,IK000649,1615,Betalingen onderweg,20715
2016-08-31,-458.67,S54994,IK000648,1615,Betalingen onderweg,20716
2016-08-31,-4492.94,S58231,IK000654,1615,Betalingen onderweg,20717
2016-08-31,-7100,S60002,IK000658,1615,Betalingen onderweg,20718
2016-08-31,907.5,C10005,PR003782,1615,Betalingen onderweg,20719
2016-08-31,2274.8,C10009,PR003786,1615,Betalingen onderweg,20720
2016-08-31,5166.7,C10026,PR003800,1615,Betalingen onderweg,20721
2016-08-31,4646.4,C10027,PR003801,1615,Betalingen onderweg,20722
2016-08-31,1074.33,C10035,VK002097,1615,Betalingen onderweg,20723
2016-08-31,2245.76,C10036,VK002052,1615,Betalingen onderweg,20724
2016-08-31,4328.17,C10036,VK002098,1615,Betalingen onderweg,20725
2016-08-31,4464.9,C10037,PR003808,1615,Betalingen onderweg,20726
2016-08-31,2904,C10040,PR003811,1615,Betalingen onderweg,20727
2016-08-31,4958.88,C10040,VK002078,1615,Betalingen onderweg,20728
2016-08-31,955.9,C10041,CU000820,1615,Betalingen onderweg,20729
2016-08-31,4791.6,C10041,PR003721,1615,Betalingen onderweg,20730
2016-08-31,2420,C10051,PR003729,1615,Betalingen onderweg,20731
2016-08-31,907.5,C10054,CU000829,1615,Betalingen onderweg,20732
2016-08-31,1064.8,C10054,PR003731,1615,Betalingen onderweg,20733
2016-08-31,76.23,C10054,VK002034,1615,Betalingen onderweg,20734
2016-08-31,1306.8,C10059,PR003825,1615,Betalingen onderweg,20735
2016-08-31,3726.8,C10064,PR003827,1615,Betalingen onderweg,20736
2016-08-31,147.89,C10064,VK002084,1615,Betalingen onderweg,20737
2016-08-31,193.6,C10065,VK002101,1615,Betalingen onderweg,20738
2016-08-31,968,C10068,PR003828,1615,Betalingen onderweg,20739
2016-08-31,1936,C10070,PR003830,1615,Betalingen onderweg,20740
2016-08-31,2319.57,C10071,VK002103,1615,Betalingen onderweg,20741
2016-08-31,2758.8,C10072,PR003831,1615,Betalingen onderweg,20742
2016-08-31,2541,C10073,PR003832,1615,Betalingen onderweg,20743
2016-08-31,5017.87,C10073,VK002104,1615,Betalingen onderweg,20744
2016-08-31,268.62,C10077,VK002086,1615,Betalingen onderweg,20745
2016-08-31,41.93,C10080,VK002105,1615,Betalingen onderweg,20746
2016-08-31,4228.95,C10081,VK002125,1615,Betalingen onderweg,20747
2016-08-31,1335.84,C10082,VK002056,1615,Betalingen onderweg,20748
2016-08-31,3146,C10090,PR003841,1615,Betalingen onderweg,20749
2016-08-31,5566,C10093,PR003842,1615,Betalingen onderweg,20750
2016-08-31,359.37,C10093,VK002087,1615,Betalingen onderweg,20751
2016-08-31,2002.07,C10095,VK002107,1615,Betalingen onderweg,20752
2016-08-31,1452,C10100,PR003845,1615,Betalingen onderweg,20753
2016-08-31,1452,C10115,PR003848,1615,Betalingen onderweg,20754
2016-08-31,1452,C10124,PR003853,1615,Betalingen onderweg,20755
2016-08-31,2662,C10136,PR003857,1615,Betalingen onderweg,20756
2016-08-31,3025,C10139,PR003859,1615,Betalingen onderweg,20757
2016-08-31,1064.8,C10140,PR003769,1615,Betalingen onderweg,20758
2016-08-31,1452,C10148,PR003864,1615,Betalingen onderweg,20759
2016-08-31,3630,C10150,PR003773,1615,Betalingen onderweg,20760
2016-08-31,1064.8,C10170,PR003871,1615,Betalingen onderweg,20761
2016-08-31,377.52,C10181,VK002117,1615,Betalingen onderweg,20762
2016-08-31,5082,C10185,PR003872,1615,Betalingen onderweg,20763
2016-08-31,11228.8,C10186,PR003873,1615,Betalingen onderweg,20764
2016-08-31,2613.6,C10007,PR003784,1615,Betalingen onderweg,20765
2016-08-31,968,C10013,PR003790,1615,Betalingen onderweg,20766
2016-08-31,5.99,C10013,VK002095,1615,Betalingen onderweg,20767
2016-08-31,1379.4,C10014,VK002118,1615,Betalingen onderweg,20768
2016-08-31,2613.6,C10016,PR003792,1615,Betalingen onderweg,20769
2016-08-31,998.25,C10018,VK002096,1615,Betalingen onderweg,20770
2016-08-31,3581.6,C10023,PR003710,1615,Betalingen onderweg,20771
2016-08-31,1210,C10024,PR003798,1615,Betalingen onderweg,20772
2016-08-31,907.5,C10025,PR003799,1615,Betalingen onderweg,20773
2016-08-31,5178.8,C10028,PR003802,1615,Betalingen onderweg,20774
2016-08-31,1452,C10039,PR003810,1615,Betalingen onderweg,20775
2016-08-31,3484.8,C10044,PR003814,1615,Betalingen onderweg,20776
2016-08-31,1725.27,C10045,VK002079,1615,Betalingen onderweg,20777
2016-08-31,1064.8,C10046,PR003725,1615,Betalingen onderweg,20778
2016-08-31,3571.92,C10046,VK002080,1615,Betalingen onderweg,20779
2016-08-31,2904,C10050,PR003818,1615,Betalingen onderweg,20780
2016-08-31,2662,C10055,PR003821,1615,Betalingen onderweg,20781
2016-08-31,290.4,C10055,VK002099,1615,Betalingen onderweg,20782
2016-08-31,1064.8,C10056,PR003822,1615,Betalingen onderweg,20783
2016-08-31,3058.88,C10056,VK002122,1615,Betalingen onderweg,20784
2016-08-31,968,C10057,PR003823,1615,Betalingen onderweg,20785
2016-08-31,665.5,C10057,VK002081,1615,Betalingen onderweg,20786
2016-08-31,477.95,C10058,CU000831,1615,Betalingen onderweg,20787
2016-08-31,1452,C10058,PR003735,1615,Betalingen onderweg,20788
2016-08-31,4114,C10069,PR003829,1615,Betalingen onderweg,20789
2016-08-31,1022.45,C10069,VK002085,1615,Betalingen onderweg,20790
2016-08-31,2662,C10085,PR003836,1615,Betalingen onderweg,20791
2016-08-31,2371.6,C10087,PR003838,1615,Betalingen onderweg,20792
2016-08-31,72.6,C10087,VK002106,1615,Betalingen onderweg,20793
2016-08-31,3986.31,C10096,PR003844,1615,Betalingen onderweg,20794
2016-08-31,1936,C10116,PR003760,1615,Betalingen onderweg,20795
2016-08-31,465.85,C10116,VK002110,1615,Betalingen onderweg,20796
2016-08-31,968,C10119,PR003851,1615,Betalingen onderweg,20797
2016-08-31,58.08,C10120,VK002062,1615,Betalingen onderweg,20798
2016-08-31,3581.6,C10122,PR003852,1615,Betalingen onderweg,20799
2016-08-31,477.95,C10129,VK002112,1615,Betalingen onderweg,20800
2016-08-31,2274.8,C10134,PR003856,1615,Betalingen onderweg,20801
2016-08-31,1064.8,C10137,PR003858,1615,Betalingen onderweg,20802
2016-08-31,3830.98,C10142,VK002065,1615,Betalingen onderweg,20803
2016-08-31,152.46,C10147,VK002132,1615,Betalingen onderweg,20804
2016-08-31,3823.6,C10153,PR003866,1615,Betalingen onderweg,20805
2016-08-31,2032.8,C10155,PR003867,1615,Betalingen onderweg,20806
2016-08-31,1331,C10157,CU000849,1615,Betalingen onderweg,20807
2016-08-31,3509,C10157,PR003775,1615,Betalingen onderweg,20808
2016-08-31,3581.6,C10169,PR003870,1615,Betalingen onderweg,20809
2016-08-31,853.05,C10179,CU000852,1615,Betalingen onderweg,20810
2016-09-15,-378.54,S50003,IK000663,1615,Betalingen onderweg,21424
2016-09-15,-52129.96,S50014,IK000669,1615,Betalingen onderweg,21425
2016-09-15,-365.15,S50021,IK000662,1615,Betalingen onderweg,21426
2016-09-15,-1089,S50029,IG000541,1615,Betalingen onderweg,21427
2016-09-15,-5310.69,S50029,IG000542,1615,Betalingen onderweg,21428
2016-09-15,-730.84,S50030,IG000546,1615,Betalingen onderweg,21429
2016-09-15,-39.33,S50031,IG000534,1615,Betalingen onderweg,21430
2016-09-15,-4314.71,S50031,IG000543,1615,Betalingen onderweg,21431
2016-09-15,-11904.44,S50031,IG000545,1615,Betalingen onderweg,21432
2016-09-15,-8249.78,S50034,IG000535,1615,Betalingen onderweg,21433
2016-09-15,-9798.34,S50034,IG000536,1615,Betalingen onderweg,21434
2016-09-15,-164.08,S50037,IK000666,1615,Betalingen onderweg,21435
2016-09-15,-901.6,S52412,IK000665,1615,Betalingen onderweg,21436
2016-09-15,-751.4,S58981,IK000661,1615,Betalingen onderweg,21437
2016-09-15,-5125,S60003,IK000664,1615,Betalingen onderweg,21438
2016-09-15,112.41,C10005,AB001402,1615,Betalingen onderweg,21439
2016-09-15,477.95,C10005,CU000855,1615,Betalingen onderweg,21440
2016-09-15,2371.6,C10005,PR003875,1615,Betalingen onderweg,21441
2016-09-15,8989.09,C10005,VK002136,1615,Betalingen onderweg,21442
2016-09-15,9.62,C10009,AB001404,1615,Betalingen onderweg,21443
2016-09-15,4186.6,C10009,PR003877,1615,Betalingen onderweg,21444
2016-09-15,6185.52,C10009,VK002137,1615,Betalingen onderweg,21445
2016-09-15,5432.9,C10026,CU000860,1615,Betalingen onderweg,21446
2016-09-15,1306.8,C10026,PR003892,1615,Betalingen onderweg,21447
2016-09-15,72.54,C10027,AB001411,1615,Betalingen onderweg,21448
2016-09-15,2274.8,C10027,PR003893,1615,Betalingen onderweg,21449
2016-09-15,2178,C10035,PR003806,1615,Betalingen onderweg,21450
2016-09-15,72.54,C10036,AB001416,1615,Betalingen onderweg,21451
2016-09-15,968,C10036,PR003807,1615,Betalingen onderweg,21452
2016-09-15,7247.9,C10037,CU000865,1615,Betalingen onderweg,21453
2016-09-15,4114,C10037,PR003901,1615,Betalingen onderweg,21454
2016-09-15,1452,C10040,PR003904,1615,Betalingen onderweg,21455
2016-09-15,123.42,C10040,VK002140,1615,Betalingen onderweg,21456
2016-09-15,72.54,C10041,AB001417,1615,Betalingen onderweg,21457
2016-09-15,4065.6,C10041,PR003812,1615,Betalingen onderweg,21458
2016-09-15,2662,C10051,PR003819,1615,Betalingen onderweg,21459
2016-09-15,423.5,C10051,VK002121,1615,Betalingen onderweg,21460
2016-09-15,36.24,C10054,AB001422,1615,Betalingen onderweg,21461
2016-09-15,3097.6,C10054,PR003820,1615,Betalingen onderweg,21462
2016-09-15,7247.9,C10059,CU000877,1615,Betalingen onderweg,21463
2016-09-15,3000.8,C10059,PR003920,1615,Betalingen onderweg,21464
2016-09-15,72.54,C10064,AB001427,1615,Betalingen onderweg,21465
2016-09-15,3484.8,C10064,PR003922,1615,Betalingen onderweg,21466
2016-09-15,60.44,C10065,AB001428,1615,Betalingen onderweg,21467
2016-09-15,36.24,C10068,AB001430,1615,Betalingen onderweg,21468
2016-09-15,968,C10068,PR003923,1615,Betalingen onderweg,21469
2016-09-15,76.23,C10068,VK002143,1615,Betalingen onderweg,21470
2016-09-15,477.95,C10070,CU000882,1615,Betalingen onderweg,21471
2016-09-15,2976.6,C10070,PR003925,1615,Betalingen onderweg,21472
2016-09-15,72.54,C10071,AB001431,1615,Betalingen onderweg,21473
2016-09-15,3502.95,C10071,CU000883,1615,Betalingen onderweg,21474
2016-09-15,72.54,C10072,AB001432,1615,Betalingen onderweg,21475
2016-09-15,4235,C10072,PR003926,1615,Betalingen onderweg,21476
2016-09-15,6374.28,C10072,VK002144,1615,Betalingen onderweg,21477
2016-09-15,1929.95,C10073,CU000884,1615,Betalingen onderweg,21478
2016-09-15,3484.8,C10073,PR003927,1615,Betalingen onderweg,21479
2016-09-15,217.62,C10090,AB001442,1615,Betalingen onderweg,21480
2016-09-15,2178,C10090,PR003936,1615,Betalingen onderweg,21481
2016-09-15,6703.4,C10093,PR003938,1615,Betalingen onderweg,21482
2016-09-15,308.37,C10095,AB001444,1615,Betalingen onderweg,21483
2016-09-15,4323.33,C10100,PR003940,1615,Betalingen onderweg,21484
2016-09-15,2050.95,C10103,CU000888,1615,Betalingen onderweg,21485
2016-09-15,4682.7,C10103,VK002146,1615,Betalingen onderweg,21486
2016-09-15,1064.8,C10104,PR003942,1615,Betalingen onderweg,21487
2016-09-15,1210,C10111,PR003945,1615,Betalingen onderweg,21488
2016-09-15,4743.2,C10115,PR003948,1615,Betalingen onderweg,21489
2016-09-15,154.88,C10118,VK002148,1615,Betalingen onderweg,21490
2016-09-15,5566,C10124,PR003953,1615,Betalingen onderweg,21491
2016-09-15,72.54,C10136,AB001465,1615,Betalingen onderweg,21492
2016-09-15,3726.8,C10136,PR003957,1615,Betalingen onderweg,21493
2016-09-15,72.54,C10139,AB001466,1615,Betalingen onderweg,21494
2016-09-15,968,C10139,PR003959,1615,Betalingen onderweg,21495
2016-09-15,2686.01,C10139,VK002149,1615,Betalingen onderweg,21496
2016-09-15,72.54,C10140,AB001467,1615,Betalingen onderweg,21497
2016-09-15,2420,C10140,PR003860,1615,Betalingen onderweg,21498
2016-09-15,1936,C10148,PR003964,1615,Betalingen onderweg,21499
2016-09-15,60.44,C10150,AB001473,1615,Betalingen onderweg,21500
2016-09-15,2613.6,C10150,PR003865,1615,Betalingen onderweg,21501
2016-09-15,1452,C10158,PR003968,1615,Betalingen onderweg,21502
2016-09-15,477.95,C10170,CU000893,1615,Betalingen onderweg,21503
2016-09-15,82.16,C10181,AB001481,1615,Betalingen onderweg,21504
2016-09-15,2050.95,C10181,CU000895,1615,Betalingen onderweg,21505
2016-09-15,72.54,C10185,AB001482,1615,Betalingen onderweg,21506
2016-09-15,60.44,C10186,AB001483,1615,Betalingen onderweg,21507
2016-09-15,477.95,C10186,CU000897,1615,Betalingen onderweg,21508
2016-09-15,82.16,C10007,AB001403,1615,Betalingen onderweg,21509
2016-09-15,2178,C10007,PR003876,1615,Betalingen onderweg,21510
2016-09-15,6243.6,C10013,PR003881,1615,Betalingen onderweg,21511
2016-09-15,1448.37,C10013,VK002138,1615,Betalingen onderweg,21512
2016-09-15,2178,C10014,PR003882,1615,Betalingen onderweg,21513
2016-09-15,1210,C10016,PR003884,1615,Betalingen onderweg,21514
2016-09-15,1028.5,C10018,AB001407,1615,Betalingen onderweg,21515
2016-09-15,3823.6,C10018,PR003886,1615,Betalingen onderweg,21516
2016-09-15,1064.8,C10022,PR003796,1615,Betalingen onderweg,21517
2016-09-15,1306.8,C10023,PR003797,1615,Betalingen onderweg,21518
2016-09-15,477.95,C10024,CU000858,1615,Betalingen onderweg,21519
2016-09-15,2758.8,C10024,PR003891,1615,Betalingen onderweg,21520
2016-09-15,477.95,C10025,CU000859,1615,Betalingen onderweg,21521
2016-09-15,82.16,C10028,AB001412,1615,Betalingen onderweg,21522
2016-09-15,5033.6,C10028,PR003894,1615,Betalingen onderweg,21523
2016-09-15,1936,C10033,PR003898,1615,Betalingen onderweg,21524
2016-09-15,5033.6,C10039,PR003903,1615,Betalingen onderweg,21525
2016-09-15,36.24,C10043,AB001418,1615,Betalingen onderweg,21526
2016-09-15,1064.8,C10043,PR003907,1615,Betalingen onderweg,21527
2016-09-15,6152.85,C10044,CU000868,1615,Betalingen onderweg,21528
2016-09-15,968,C10044,PR003908,1615,Betalingen onderweg,21529
2016-09-15,5662.8,C10045,PR003909,1615,Betalingen onderweg,21530
2016-09-15,532.4,C10046,PR003815,1615,Betalingen onderweg,21531
2016-09-15,3025,C10050,CU000872,1615,Betalingen onderweg,21532
2016-09-15,7695.6,C10050,PR003914,1615,Betalingen onderweg,21533
2016-09-15,1306.8,C10055,PR003916,1615,Betalingen onderweg,21534
2016-09-15,72.54,C10056,AB001423,1615,Betalingen onderweg,21535
2016-09-15,4404.4,C10056,PR003917,1615,Betalingen onderweg,21536
2016-09-15,5196.95,C10057,CU000876,1615,Betalingen onderweg,21537
2016-09-15,2371.6,C10057,PR003918,1615,Betalingen onderweg,21538
2016-09-15,968,C10058,PR003824,1615,Betalingen onderweg,21539
2016-09-15,72.54,C10062,AB001425,1615,Betalingen onderweg,21540
2016-09-15,2050.95,C10062,CU000880,1615,Betalingen onderweg,21541
2016-09-15,3805.14,C10066,VK002102,1615,Betalingen onderweg,21542
2016-09-15,72.54,C10067,AB001429,1615,Betalingen onderweg,21543
2016-09-15,1007.33,C10067,VK002142,1615,Betalingen onderweg,21544
2016-09-15,377.52,C10067,VK002163,1615,Betalingen onderweg,21545
2016-09-15,4210.8,C10069,PR003924,1615,Betalingen onderweg,21546
2016-09-15,1343.1,C10069,VK002164,1615,Betalingen onderweg,21547
2016-09-15,28.86,C10085,AB001438,1615,Betalingen onderweg,21548
2016-09-15,5196.95,C10085,CU000885,1615,Betalingen onderweg,21549
